[47, 0, 2, 3, 2, 0, 0, 0, 0, 0, 0, 1, 1, 10, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 8, 28, 0, 0, 5, 0, 14, 1, 3, 14]
[38, 0, 0, 11, 0, 0, 5, 0, 0, 1, 0, 1, 1, 5, 0, 0, 0, 7, 0, 0, 0, 1, 1, 0, 3, 0, 18, 0, 0, 2, 0, 8, 0, 0, 14]
[118, 0, 0, 0, 3, 1, 0, 0, 0, 0, 3, 4, 1, 10, 3, 0, 0, 11, 0, 0, 1, 0, 1, 0, 18, 6, 3, 0, 0, 4, 1, 5, 1, 2, 8]
[37, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 3, 0, 10, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 9, 21, 0, 0, 0, 0, 5, 0, 0, 22]
[23, 0, 0, 0, 1, 0, 2, 0, 0, 1, 0, 1, 2, 8, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 2, 23, 0, 0, 0, 0, 2, 0, 0, 1]
[131, 0, 0, 2, 3, 0, 1, 0, 0, 0, 1, 8, 3, 35, 1, 0, 0, 14, 0, 0, 13, 0, 1, 0, 1, 15, 55, 0, 0, 2, 1, 13, 1, 8, 77]
[9, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 2, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 10, 1, 0, 6, 0, 6, 0, 1, 1]
[94, 0, 2, 3, 5, 2, 4, 0, 1, 0, 1, 5, 0, 46, 3, 1, 3, 20, 0, 0, 1, 1, 2, 1, 2, 9, 53, 0, 0, 5, 4, 10, 4, 0, 10]
[29, 0, 0, 0, 2, 0, 0, 0, 1, 0, 1, 0, 3, 10, 0, 0, 0, 4, 1, 0, 12, 0, 0, 2, 1, 3, 9, 0, 0, 2, 2, 1, 5, 1, 12]
[10, 2, 0, 1, 0, 0, 2, 0, 0, 0, 0, 6, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 9, 16, 0, 11, 1, 0, 4, 8, 1, 15]
[60, 0, 1, 0, 2, 0, 2, 0, 0, 0, 0, 0, 2, 5, 3, 0, 0, 3, 0, 0, 0, 0, 1, 0, 2, 2, 14, 3, 0, 0, 1, 6, 5, 1, 13]
[14, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 6, 8, 0, 0, 0, 0, 0, 1, 0, 4, 13]
[58, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 6, 1, 8, 2, 0, 0, 27, 0, 0, 0, 1, 1, 1, 1, 3, 3, 0, 0, 1, 0, 3, 0, 1, 42]
[36, 0, 0, 0, 1, 0, 0, 0, 4, 0, 0, 4, 0, 1, 0, 4, 8, 1, 0, 0, 3, 2, 0, 0, 0, 8, 5, 0, 0, 2, 3, 5, 2, 2, 15]
[48, 0, 0, 1, 4, 0, 2, 0, 0, 0, 0, 3, 1, 6, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 4, 3, 13, 1, 4, 1, 0, 5, 3, 0, 9]
[216, 0, 1, 8, 8, 0, 4, 0, 2, 0, 0, 18, 7, 39, 3, 1, 1, 9, 0, 0, 31, 0, 2, 0, 6, 23, 121, 0, 1, 4, 2, 20, 5, 4, 57]
[66, 0, 5, 4, 2, 2, 2, 1, 1, 0, 2, 17, 7, 27, 3, 0, 3, 42, 1, 0, 3, 0, 8, 2, 3, 26, 56, 0, 1, 6, 5, 23, 10, 6, 65]
[91, 1, 3, 8, 3, 1, 6, 0, 1, 0, 3, 2, 0, 5, 2, 2, 0, 9, 0, 0, 0, 1, 1, 0, 5, 2, 70, 0, 0, 0, 5, 4, 2, 1, 24]
[52, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 1, 0, 10, 2, 1, 0, 6, 0, 0, 0, 0, 0, 0, 2, 1, 7, 0, 0, 0, 0, 0, 1, 1, 7]
[120, 0, 0, 11, 2, 0, 2, 2, 2, 0, 1, 12, 4, 10, 0, 0, 3, 0, 0, 0, 2, 1, 8, 0, 5, 29, 19, 0, 1, 3, 4, 35, 24, 11, 30]
[374, 0, 11, 27, 26, 3, 42, 0, 23, 4, 12, 47, 17, 104, 18, 8, 10, 21, 0, 1, 8, 162, 13, 1, 14, 68, 230, 1, 11, 30, 33, 59, 65, 5, 104]
[83, 3, 1, 5, 3, 5, 4, 0, 1, 0, 1, 15, 9, 59, 10, 1, 4, 30, 0, 0, 0, 3, 6, 3, 6, 6, 13, 0, 0, 13, 2, 27, 35, 8, 78]
[178, 3, 4, 21, 14, 0, 16, 1, 0, 3, 1, 34, 13, 20, 3, 1, 2, 38, 1, 2, 4, 4, 7, 4, 9, 59, 70, 5, 6, 7, 2, 22, 8, 8, 60]
[6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 6]
[19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 0, 6]
[11, 0, 2, 2, 1, 0, 2, 0, 2, 2, 2, 2, 0, 2, 2, 2, 5, 3, 2, 2, 2, 2, 2, 2, 2, 2, 6, 2, 2, 2, 3, 2, 4, 2, 0]
[6, 1, 2, 0, 0, 0, 0, 0, 3, 2, 2, 19, 10, 2, 3, 0, 0, 1, 0, 0, 21, 0, 2, 0, 0, 1, 0, 0, 0, 5, 1, 17, 6, 1, 6]
[35, 0, 0, 3, 2, 0, 1, 0, 0, 0, 0, 1, 0, 10, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 8, 0, 0, 0, 0, 4, 1, 0, 3]
[230, 0, 1, 8, 7, 1, 5, 0, 3, 3, 0, 14, 5, 128, 3, 1, 4, 40, 2, 1, 3, 3, 11, 0, 12, 53, 84, 1, 3, 1, 6, 26, 2, 16, 77]
[167, 0, 0, 3, 4, 0, 6, 0, 0, 3, 1, 2, 2, 20, 1, 0, 2, 14, 1, 1, 1, 0, 0, 1, 7, 2, 9, 1, 0, 2, 0, 11, 2, 4, 8]
[197, 0, 4, 15, 2, 2, 2, 0, 1, 0, 0, 8, 6, 56, 8, 1, 6, 84, 5, 0, 0, 0, 27, 0, 9, 14, 9, 0, 1, 16, 6, 49, 14, 0, 43]
[78, 0, 1, 0, 1, 0, 2, 0, 0, 1, 0, 7, 8, 13, 0, 0, 0, 7, 0, 0, 1, 0, 1, 1, 2, 2, 10, 0, 2, 4, 2, 6, 9, 0, 5]
[6, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 7, 0, 0, 0, 0, 3, 0, 0, 3]
[55, 0, 0, 1, 2, 0, 2, 0, 0, 1, 0, 0, 0, 17, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 3, 1, 8, 0, 1, 0, 1, 2, 0, 0, 20]
