[27.666666666666668, 142.33333333333334, 13.0, 0.3333333333333333, 22.0, 16.0, 6.666666666666667, 12.0, 147]
[39.75, 98.0, 28.75, 0.5, 10.75, 9.0, 5.25, 8.0, 150]
[100.8, 116.0, 6.4, 0.0, 17.2, 12.4, 11.0, 6.4, 110]
[56.75, 90.5, 14.0, 0.0, 10.25, 3.0, 3.25, 7.0, 176]
[44.0, 91.0, 17.333333333333332, 3.0, 10.0, 6.333333333333333, 5.666666666666667, 3.0, 76]
[37.77777777777778, 124.66666666666667, 10.0, 0.6666666666666666, 19.555555555555557, 15.88888888888889, 12.555555555555555, 9.444444444444445, 435]
[68.0, 71.0, 16.0, 5.5, 23.0, 9.0, 6.0, 24.5, 45]
[60.333333333333336, 100.66666666666667, 11.5, 1.8333333333333333, 25.0, 8.0, 9.666666666666666, 8.5, 299]
[51.5, 86.5, 11.5, 0.0, 2.0, 1.75, 2.75, 4.0, 143]
[26.25, 127.25, 6.0, 2.25, 23.75, 8.25, 5.0, 6.5, 21]
[49.333333333333336, 133.33333333333334, 21.0, 0.6666666666666666, 35.333333333333336, 23.666666666666668, 1.0, 23.666666666666668, 116]
[18.5, 111.5, 7.0, 0.0, 5.0, 8.0, 0.0, 1.0, 75]
[18.444444444444443, 92.33333333333333, 9.333333333333334, 0.4444444444444444, 3.3333333333333335, 5.777777777777778, 3.5555555555555554, 5.333333333333333, 338]
[77.25, 96.0, 11.0, 7.0, 28.25, 7.25, 10.5, 25.5, 203]
[33.0, 129.33333333333334, 15.666666666666666, 10.333333333333334, 54.666666666666664, 19.666666666666668, 11.0, 17.0, 126]
[39.5, 116.64285714285714, 17.0, 1.3571428571428572, 17.357142857142858, 13.857142857142858, 14.714285714285714, 8.142857142857142, 537]
[32.45454545454545, 82.27272727272727, 25.0, 1.0, 8.727272727272727, 6.818181818181818, 7.0, 5.454545454545454, 380]
[52.857142857142854, 89.0, 16.714285714285715, 7.571428571428571, 7.142857142857143, 7.571428571428571, 11.142857142857142, 10.857142857142858, 229]
[60.333333333333336, 102.0, 7.333333333333333, 0.6666666666666666, 11.666666666666666, 7.333333333333333, 3.0, 13.0, 85]
[40.416666666666664, 93.08333333333333, 15.25, 2.6666666666666665, 8.833333333333334, 7.583333333333333, 0.6666666666666666, 4.0, 428]
[45.94, 97.5, 19.34, 2.54, 9.42, 7.92, 3.98, 13.66, 1316]
[22.96, 86.84, 12.2, 0.08, 1.88, 0.32, 11.0, 4.12, 896]
[39.407407407407405, 95.25925925925925, 15.851851851851851, 6.444444444444445, 10.851851851851851, 7.333333333333333, 8.555555555555555, 8.222222222222221, 824]
[118.0, 107.0, 2.0, 0.0, 6.0, 6.0, 0.0, 0.0, 48]
[62.0, 110.0, 5.0, 0.0, 2.0, 1.0, 0.0, 10.0, 37]
[42.0, 236.0, 8.0, 1.0, 146.0, 27.0, 8.0, 8.0, 11]
[74.75, 84.5, 12.0, 9.25, 10.0, 1.75, 13.0, 6.5, 198]
[54.0, 92.0, 20.333333333333332, 5.666666666666667, 19.0, 22.0, 0.6666666666666666, 2.3333333333333335, 27]
[49.07692307692308, 112.92307692307692, 16.26923076923077, 2.8076923076923075, 19.653846153846153, 19.153846153846153, 9.115384615384615, 14.26923076923077, 1478]
[130.0, 116.66666666666667, 21.666666666666668, 5.0, 34.0, 21.666666666666668, 41.666666666666664, 36.0, 232]
[30.615384615384617, 67.46153846153847, 20.23076923076923, 0.46153846153846156, 4.153846153846154, 1.8461538461538463, 4.461538461538462, 43.76923076923077, 139]
[46.25, 96.25, 11.25, 2.0, 37.75, 18.75, 18.0, 9.75, 57]
[40.0, 48.0, 13.0, 1.0, 4.0, 2.0, 1.0, 0.0, 24]
[80.5, 80.5, 9.5, 3.5, 16.5, 6.5, 3.5, 8.0, 82]
[99.0, 110.0, 12.0, 1.0, 36.0, 18.0, 6.0, 8.0, 25]
[76.2, 100.8, 6.4, 0.2, 13.2, 5.2, 2.0, 1.6, 199]
[40.22222222222222, 112.22222222222223, 8.666666666666666, 1.6666666666666667, 9.222222222222221, 7.0, 6.666666666666667, 7.111111111111111, 172]
[111.0, 128.5, 14.5, 2.0, 27.5, 17.5, 12.0, 13.0, 120]
[41.15384615384615, 94.15384615384616, 10.461538461538462, 0.07692307692307693, 11.153846153846153, 4.6923076923076925, 2.230769230769231, 1.4615384615384615, 6]
[61.42857142857143, 80.14285714285714, 15.5, 1.7142857142857142, 12.214285714285714, 3.5714285714285716, 16.714285714285715, 9.071428571428571, 408]
[93.0, 99.0, 4.0, 0.0, 12.0, 1.0, 9.0, 18.0, 51]
[26.454545454545453, 93.0, 7.636363636363637, 0.9090909090909091, 20.454545454545453, 8.545454545454545, 2.727272727272727, 4.363636363636363, 222]
[3.0, 95.0, 13.0, 0.0, 1.0, 5.0, 2.0, 22.0, 28]
[45.333333333333336, 84.66666666666667, 9.0, 0.6666666666666666, 6.666666666666667, 2.6666666666666665, 2.6666666666666665, 6.0, 110]
[48.666666666666664, 131.66666666666666, 8.666666666666666, 6.333333333333333, 39.333333333333336, 27.0, 11.0, 16.0, 52]
[83.0, 48.0, 21.0, 2.0, 0.0, 9.0, 3.0, 22.0, 37]
[98.0, 52.6, 21.8, 1.6, 10.6, 7.2, 9.6, 15.6, 322]
[73.0, 125.0, 6.0, 1.0, 14.0, 12.0, 3.0, 28.0, 30]
[88.0, 90.0, 7.0, 0.0, 13.0, 7.0, 0.0, 16.0, 59]
[50.0, 110.8, 9.6, 3.2, 15.2, 7.4, 6.0, 12.0, 161]
[38.0, 100.0, 20.0, 7.0, 8.0, 3.0, 5.0, 8.0, 36]
